[15:56:27.712] Namespace(base_lr=0.01, batch_size=4, consistency=0.1, consistency_rampup=40.0, consistency_type='mse', dataset_name='LA', deterministic=1, ema_decay=0.99, exp='vnet', gpu='1', labeled_bs=2, labelnum=25, max_iterations=6000, max_samples=123, model='MT', root_path='/data/omnisky/postgraduate/Yb/data_set/LASet/data', seed=1337)
[15:56:30.467] 12 itertations per epoch
[15:56:31.950] iteration 1 : loss : 0.648477 cons_dist: 0.044150, loss_weight: 0.000674
[15:56:46.273] iteration 28 : loss : 0.536869 cons_dist: 0.008872, loss_weight: 0.000674
[15:56:46.762] iteration 29 : loss : 0.436043 cons_dist: 0.041638, loss_weight: 0.000674
[15:56:47.251] iteration 30 : loss : 0.408515 cons_dist: 0.026659, loss_weight: 0.000674
[15:56:47.740] iteration 31 : loss : 0.418751 cons_dist: 0.042765, loss_weight: 0.000674
[15:56:48.229] iteration 32 : loss : 0.505696 cons_dist: 0.041467, loss_weight: 0.000674
[15:56:48.719] iteration 33 : loss : 0.477593 cons_dist: 0.020972, loss_weight: 0.000674
[15:56:49.210] iteration 34 : loss : 0.392926 cons_dist: 0.006496, loss_weight: 0.000674
[15:56:49.700] iteration 35 : loss : 0.457566 cons_dist: 0.044271, loss_weight: 0.000674
[15:56:50.191] iteration 36 : loss : 0.497561 cons_dist: 0.041152, loss_weight: 0.000674
[15:56:51.374] iteration 37 : loss : 0.461411 cons_dist: 0.014133, loss_weight: 0.000674
[15:56:51.865] iteration 38 : loss : 0.445934 cons_dist: 0.036819, loss_weight: 0.000674
[15:56:52.356] iteration 39 : loss : 0.386164 cons_dist: 0.015422, loss_weight: 0.000674
[15:56:52.847] iteration 40 : loss : 0.411082 cons_dist: 0.022163, loss_weight: 0.000674
[15:56:53.337] iteration 41 : loss : 0.471823 cons_dist: 0.016071, loss_weight: 0.000674
[15:56:53.830] iteration 42 : loss : 0.475148 cons_dist: 0.025940, loss_weight: 0.000674
[15:56:54.321] iteration 43 : loss : 0.488992 cons_dist: 0.006365, loss_weight: 0.000674
[15:56:54.811] iteration 44 : loss : 0.454688 cons_dist: 0.024240, loss_weight: 0.000674
[15:56:55.302] iteration 45 : loss : 0.474545 cons_dist: 0.019787, loss_weight: 0.000674
[15:56:55.793] iteration 46 : loss : 0.442238 cons_dist: 0.023929, loss_weight: 0.000674
[15:56:56.286] iteration 47 : loss : 0.418999 cons_dist: 0.022504, loss_weight: 0.000674
[15:56:56.779] iteration 48 : loss : 0.391609 cons_dist: 0.016974, loss_weight: 0.000674
[15:56:57.877] iteration 49 : loss : 0.410659 cons_dist: 0.010969, loss_weight: 0.000674
[15:56:58.370] iteration 50 : loss : 0.359104 cons_dist: 0.020274, loss_weight: 0.000674
[15:56:58.862] iteration 51 : loss : 0.418731 cons_dist: 0.013001, loss_weight: 0.000674
[15:56:59.353] iteration 52 : loss : 0.381354 cons_dist: 0.016904, loss_weight: 0.000674
[15:56:59.845] iteration 53 : loss : 0.381915 cons_dist: 0.044375, loss_weight: 0.000674
[15:57:00.336] iteration 54 : loss : 0.436514 cons_dist: 0.028224, loss_weight: 0.000674
[15:57:00.828] iteration 55 : loss : 0.451901 cons_dist: 0.020617, loss_weight: 0.000674
[15:57:01.322] iteration 56 : loss : 0.426974 cons_dist: 0.029302, loss_weight: 0.000674
[15:57:01.814] iteration 57 : loss : 0.400519 cons_dist: 0.029110, loss_weight: 0.000674
[15:57:02.307] iteration 58 : loss : 0.432629 cons_dist: 0.021573, loss_weight: 0.000674
[15:57:02.800] iteration 59 : loss : 0.365300 cons_dist: 0.030445, loss_weight: 0.000674
[15:57:03.291] iteration 60 : loss : 0.338824 cons_dist: 0.023359, loss_weight: 0.000674
[15:57:04.349] iteration 61 : loss : 0.356231 cons_dist: 0.013227, loss_weight: 0.000674
[15:57:04.837] iteration 62 : loss : 0.414767 cons_dist: 0.035914, loss_weight: 0.000674
[15:57:05.330] iteration 63 : loss : 0.408223 cons_dist: 0.035547, loss_weight: 0.000674
[15:57:05.823] iteration 64 : loss : 0.491308 cons_dist: 0.026142, loss_weight: 0.000674
[15:57:06.316] iteration 65 : loss : 0.418071 cons_dist: 0.027987, loss_weight: 0.000674
[15:57:06.808] iteration 66 : loss : 0.385550 cons_dist: 0.022990, loss_weight: 0.000674
[15:57:07.297] iteration 67 : loss : 0.411125 cons_dist: 0.043140, loss_weight: 0.000674
[15:57:07.791] iteration 68 : loss : 0.395957 cons_dist: 0.015035, loss_weight: 0.000674
[15:57:08.285] iteration 69 : loss : 0.356897 cons_dist: 0.018758, loss_weight: 0.000674
[15:57:08.781] iteration 70 : loss : 0.323601 cons_dist: 0.039703, loss_weight: 0.000674
[15:57:09.275] iteration 71 : loss : 0.383676 cons_dist: 0.021489, loss_weight: 0.000674
[15:57:09.769] iteration 72 : loss : 0.366240 cons_dist: 0.027232, loss_weight: 0.000674
[15:57:10.819] iteration 73 : loss : 0.359850 cons_dist: 0.022482, loss_weight: 0.000674
[15:57:11.313] iteration 74 : loss : 0.430192 cons_dist: 0.061481, loss_weight: 0.000674
[15:57:11.807] iteration 75 : loss : 0.321042 cons_dist: 0.022424, loss_weight: 0.000674
[15:57:12.301] iteration 76 : loss : 0.347472 cons_dist: 0.039269, loss_weight: 0.000674
[15:57:12.796] iteration 77 : loss : 0.382438 cons_dist: 0.025227, loss_weight: 0.000674
[15:57:13.289] iteration 78 : loss : 0.358113 cons_dist: 0.050389, loss_weight: 0.000674
[15:57:13.784] iteration 79 : loss : 0.385775 cons_dist: 0.031213, loss_weight: 0.000674
[15:57:14.278] iteration 80 : loss : 0.272690 cons_dist: 0.019309, loss_weight: 0.000674
[15:57:14.771] iteration 81 : loss : 0.379270 cons_dist: 0.026147, loss_weight: 0.000674
[15:57:15.265] iteration 82 : loss : 0.316919 cons_dist: 0.051965, loss_weight: 0.000674
[15:57:15.759] iteration 83 : loss : 0.503321 cons_dist: 0.030285, loss_weight: 0.000674
[15:57:16.254] iteration 84 : loss : 0.451086 cons_dist: 0.048170, loss_weight: 0.000674
[15:57:17.337] iteration 85 : loss : 0.338464 cons_dist: 0.033277, loss_weight: 0.000674
[15:57:17.831] iteration 86 : loss : 0.351295 cons_dist: 0.033827, loss_weight: 0.000674
[15:57:18.325] iteration 87 : loss : 0.354481 cons_dist: 0.036570, loss_weight: 0.000674
[15:57:18.819] iteration 88 : loss : 0.409962 cons_dist: 0.041982, loss_weight: 0.000674
[15:57:19.312] iteration 89 : loss : 0.344759 cons_dist: 0.043198, loss_weight: 0.000674
[15:57:19.806] iteration 90 : loss : 0.368085 cons_dist: 0.021286, loss_weight: 0.000674
[15:57:20.300] iteration 91 : loss : 0.307361 cons_dist: 0.039350, loss_weight: 0.000674
[15:57:20.794] iteration 92 : loss : 0.372177 cons_dist: 0.021101, loss_weight: 0.000674
[15:57:21.287] iteration 93 : loss : 0.367131 cons_dist: 0.047356, loss_weight: 0.000674
[15:57:21.780] iteration 94 : loss : 0.356172 cons_dist: 0.023712, loss_weight: 0.000674
[15:57:22.274] iteration 95 : loss : 0.334040 cons_dist: 0.031416, loss_weight: 0.000674
[15:57:22.768] iteration 96 : loss : 0.294406 cons_dist: 0.032064, loss_weight: 0.000674
[15:57:23.852] iteration 97 : loss : 0.229262 cons_dist: 0.033155, loss_weight: 0.000674
[15:57:24.345] iteration 98 : loss : 0.331929 cons_dist: 0.040775, loss_weight: 0.000674
[15:57:24.838] iteration 99 : loss : 0.265603 cons_dist: 0.046609, loss_weight: 0.000674
[15:57:25.332] iteration 100 : loss : 0.334522 cons_dist: 0.064605, loss_weight: 0.000674
[15:57:25.826] iteration 101 : loss : 0.251576 cons_dist: 0.035708, loss_weight: 0.000674
[15:57:26.320] iteration 102 : loss : 0.336359 cons_dist: 0.027269, loss_weight: 0.000674
[15:57:26.813] iteration 103 : loss : 0.318532 cons_dist: 0.056472, loss_weight: 0.000674
[15:57:27.307] iteration 104 : loss : 0.367804 cons_dist: 0.057696, loss_weight: 0.000674
[15:57:27.801] iteration 105 : loss : 0.296974 cons_dist: 0.040820, loss_weight: 0.000674
[15:57:28.295] iteration 106 : loss : 0.256728 cons_dist: 0.027058, loss_weight: 0.000674
[15:57:28.789] iteration 107 : loss : 0.390670 cons_dist: 0.030224, loss_weight: 0.000674
[15:57:29.282] iteration 108 : loss : 0.283724 cons_dist: 0.031906, loss_weight: 0.000674
[15:57:30.379] iteration 109 : loss : 0.318193 cons_dist: 0.013188, loss_weight: 0.000674
[15:57:30.872] iteration 110 : loss : 0.321989 cons_dist: 0.040445, loss_weight: 0.000674
[15:57:31.365] iteration 111 : loss : 0.252262 cons_dist: 0.025816, loss_weight: 0.000674
[15:57:31.859] iteration 112 : loss : 0.276297 cons_dist: 0.026259, loss_weight: 0.000674
[15:57:32.355] iteration 113 : loss : 0.350535 cons_dist: 0.054691, loss_weight: 0.000674
[15:57:32.848] iteration 114 : loss : 0.469497 cons_dist: 0.025910, loss_weight: 0.000674
[15:57:33.342] iteration 115 : loss : 0.380641 cons_dist: 0.024348, loss_weight: 0.000674
[15:57:33.836] iteration 116 : loss : 0.258691 cons_dist: 0.038025, loss_weight: 0.000674
[15:57:34.330] iteration 117 : loss : 0.333549 cons_dist: 0.029778, loss_weight: 0.000674
[15:57:34.823] iteration 118 : loss : 0.447818 cons_dist: 0.044200, loss_weight: 0.000674
[15:57:35.317] iteration 119 : loss : 0.312722 cons_dist: 0.029076, loss_weight: 0.000674
[15:57:35.812] iteration 120 : loss : 0.378245 cons_dist: 0.031124, loss_weight: 0.000674
[15:57:36.916] iteration 121 : loss : 0.293497 cons_dist: 0.029302, loss_weight: 0.000674
[15:57:37.408] iteration 122 : loss : 0.272785 cons_dist: 0.058348, loss_weight: 0.000674
[15:57:37.900] iteration 123 : loss : 0.243119 cons_dist: 0.022363, loss_weight: 0.000674
[15:57:38.393] iteration 124 : loss : 0.310323 cons_dist: 0.028418, loss_weight: 0.000674
[15:57:38.887] iteration 125 : loss : 0.300452 cons_dist: 0.029556, loss_weight: 0.000674
[15:57:39.379] iteration 126 : loss : 0.373803 cons_dist: 0.034184, loss_weight: 0.000674
[15:57:39.869] iteration 127 : loss : 0.289454 cons_dist: 0.026570, loss_weight: 0.000674
[15:57:40.361] iteration 128 : loss : 0.399014 cons_dist: 0.039122, loss_weight: 0.000674
[15:57:40.852] iteration 129 : loss : 0.246836 cons_dist: 0.067886, loss_weight: 0.000674
[15:57:41.345] iteration 130 : loss : 0.325384 cons_dist: 0.089152, loss_weight: 0.000674
[15:57:41.838] iteration 131 : loss : 0.295964 cons_dist: 0.049815, loss_weight: 0.000674
[15:57:42.330] iteration 132 : loss : 0.280650 cons_dist: 0.046948, loss_weight: 0.000674
[15:57:43.455] iteration 133 : loss : 0.358560 cons_dist: 0.039207, loss_weight: 0.000674
[15:57:43.944] iteration 134 : loss : 0.318291 cons_dist: 0.041923, loss_weight: 0.000674
[15:57:44.435] iteration 135 : loss : 0.298840 cons_dist: 0.037540, loss_weight: 0.000674
[15:57:44.927] iteration 136 : loss : 0.283336 cons_dist: 0.035514, loss_weight: 0.000674
[15:57:45.420] iteration 137 : loss : 0.256806 cons_dist: 0.034815, loss_weight: 0.000674
[15:57:45.913] iteration 138 : loss : 0.298737 cons_dist: 0.022775, loss_weight: 0.000674
[15:57:46.406] iteration 139 : loss : 0.293647 cons_dist: 0.032764, loss_weight: 0.000674
[15:57:46.898] iteration 140 : loss : 0.238255 cons_dist: 0.033133, loss_weight: 0.000674
[15:57:47.390] iteration 141 : loss : 0.269490 cons_dist: 0.036220, loss_weight: 0.000674
[15:57:47.881] iteration 142 : loss : 0.242558 cons_dist: 0.020722, loss_weight: 0.000674
[15:57:48.374] iteration 143 : loss : 0.272343 cons_dist: 0.061971, loss_weight: 0.000674
[15:57:48.867] iteration 144 : loss : 0.229818 cons_dist: 0.021104, loss_weight: 0.000674
[15:57:49.918] iteration 145 : loss : 0.338999 cons_dist: 0.034648, loss_weight: 0.000674
[15:57:50.411] iteration 146 : loss : 0.383322 cons_dist: 0.026913, loss_weight: 0.000674
[15:57:50.903] iteration 147 : loss : 0.334933 cons_dist: 0.047460, loss_weight: 0.000674
[15:57:51.395] iteration 148 : loss : 0.280643 cons_dist: 0.038575, loss_weight: 0.000674
[15:57:51.887] iteration 149 : loss : 0.260897 cons_dist: 0.038383, loss_weight: 0.000674
[15:57:52.379] iteration 150 : loss : 0.342915 cons_dist: 0.062100, loss_weight: 0.000674
[15:57:52.871] iteration 151 : loss : 0.294666 cons_dist: 0.038302, loss_weight: 0.000862
[15:57:53.364] iteration 152 : loss : 0.230607 cons_dist: 0.030993, loss_weight: 0.000862
[15:57:53.905] iteration 153 : loss : 0.175884 cons_dist: 0.025199, loss_weight: 0.000862
[15:57:54.397] iteration 154 : loss : 0.265537 cons_dist: 0.020391, loss_weight: 0.000862
[15:57:54.890] iteration 155 : loss : 0.191165 cons_dist: 0.038767, loss_weight: 0.000862
[15:57:55.383] iteration 156 : loss : 0.393855 cons_dist: 0.043342, loss_weight: 0.000862
[15:57:56.455] iteration 157 : loss : 0.423011 cons_dist: 0.027426, loss_weight: 0.000862
[15:57:56.948] iteration 158 : loss : 0.193679 cons_dist: 0.031393, loss_weight: 0.000862
[15:57:57.441] iteration 159 : loss : 0.425113 cons_dist: 0.040912, loss_weight: 0.000862
[15:57:57.933] iteration 160 : loss : 0.240071 cons_dist: 0.032969, loss_weight: 0.000862
[15:57:58.424] iteration 161 : loss : 0.322302 cons_dist: 0.029402, loss_weight: 0.000862
[15:57:58.916] iteration 162 : loss : 0.291232 cons_dist: 0.041603, loss_weight: 0.000862
[15:57:59.409] iteration 163 : loss : 0.237641 cons_dist: 0.028258, loss_weight: 0.000862
[15:57:59.901] iteration 164 : loss : 0.264790 cons_dist: 0.041429, loss_weight: 0.000862
[15:58:00.393] iteration 165 : loss : 0.209737 cons_dist: 0.024648, loss_weight: 0.000862
[15:58:00.884] iteration 166 : loss : 0.242255 cons_dist: 0.016677, loss_weight: 0.000862
[15:58:01.376] iteration 167 : loss : 0.237871 cons_dist: 0.025835, loss_weight: 0.000862
[15:58:01.869] iteration 168 : loss : 0.182970 cons_dist: 0.054414, loss_weight: 0.000862
[15:58:03.007] iteration 169 : loss : 0.298688 cons_dist: 0.048622, loss_weight: 0.000862
[15:58:03.499] iteration 170 : loss : 0.168794 cons_dist: 0.045064, loss_weight: 0.000862
[15:58:03.991] iteration 171 : loss : 0.164428 cons_dist: 0.043162, loss_weight: 0.000862
[15:58:04.482] iteration 172 : loss : 0.186933 cons_dist: 0.022079, loss_weight: 0.000862
[15:58:04.973] iteration 173 : loss : 0.183427 cons_dist: 0.032806, loss_weight: 0.000862
[15:58:05.464] iteration 174 : loss : 0.133971 cons_dist: 0.057896, loss_weight: 0.000862
[15:58:05.956] iteration 175 : loss : 0.382985 cons_dist: 0.031603, loss_weight: 0.000862
[15:58:06.447] iteration 176 : loss : 0.193524 cons_dist: 0.026972, loss_weight: 0.000862
[15:58:06.940] iteration 177 : loss : 0.167823 cons_dist: 0.028019, loss_weight: 0.000862
[15:58:07.433] iteration 178 : loss : 0.228360 cons_dist: 0.040907, loss_weight: 0.000862
[15:58:07.924] iteration 179 : loss : 0.314112 cons_dist: 0.031107, loss_weight: 0.000862
[15:58:08.416] iteration 180 : loss : 0.286992 cons_dist: 0.025067, loss_weight: 0.000862
[15:58:09.531] iteration 181 : loss : 0.227022 cons_dist: 0.020796, loss_weight: 0.000862
[15:58:10.022] iteration 182 : loss : 0.277307 cons_dist: 0.070965, loss_weight: 0.000862
[15:58:10.515] iteration 183 : loss : 0.329093 cons_dist: 0.029085, loss_weight: 0.000862
[15:58:11.007] iteration 184 : loss : 0.220430 cons_dist: 0.037702, loss_weight: 0.000862
[15:58:11.500] iteration 185 : loss : 0.175428 cons_dist: 0.014365, loss_weight: 0.000862
[15:58:11.991] iteration 186 : loss : 0.205488 cons_dist: 0.015208, loss_weight: 0.000862
[15:58:12.483] iteration 187 : loss : 0.192303 cons_dist: 0.019782, loss_weight: 0.000862
[15:58:12.974] iteration 188 : loss : 0.229138 cons_dist: 0.031138, loss_weight: 0.000862
[15:58:13.466] iteration 189 : loss : 0.273431 cons_dist: 0.016457, loss_weight: 0.000862
[15:58:13.958] iteration 190 : loss : 0.252594 cons_dist: 0.024849, loss_weight: 0.000862
[15:58:14.450] iteration 191 : loss : 0.204576 cons_dist: 0.027990, loss_weight: 0.000862
[15:58:14.944] iteration 192 : loss : 0.225385 cons_dist: 0.020918, loss_weight: 0.000862
[15:58:16.061] iteration 193 : loss : 0.208686 cons_dist: 0.024906, loss_weight: 0.000862
[15:58:16.552] iteration 194 : loss : 0.174484 cons_dist: 0.043594, loss_weight: 0.000862
[15:58:17.044] iteration 195 : loss : 0.238388 cons_dist: 0.056903, loss_weight: 0.000862
[15:58:17.535] iteration 196 : loss : 0.206215 cons_dist: 0.044148, loss_weight: 0.000862
[15:58:18.026] iteration 197 : loss : 0.401593 cons_dist: 0.020863, loss_weight: 0.000862
[15:58:18.518] iteration 198 : loss : 0.211069 cons_dist: 0.103845, loss_weight: 0.000862
[15:58:19.011] iteration 199 : loss : 0.275685 cons_dist: 0.046752, loss_weight: 0.000862
[15:58:19.503] iteration 200 : loss : 0.214178 cons_dist: 0.022582, loss_weight: 0.000862
[15:58:19.995] iteration 201 : loss : 0.252937 cons_dist: 0.021171, loss_weight: 0.000862
[15:58:20.488] iteration 202 : loss : 0.275142 cons_dist: 0.021589, loss_weight: 0.000862
[15:58:20.979] iteration 203 : loss : 0.166804 cons_dist: 0.016169, loss_weight: 0.000862
[15:58:21.471] iteration 204 : loss : 0.248500 cons_dist: 0.032395, loss_weight: 0.000862
[15:58:22.513] iteration 205 : loss : 0.226749 cons_dist: 0.055128, loss_weight: 0.000862
[15:58:23.006] iteration 206 : loss : 0.177603 cons_dist: 0.037675, loss_weight: 0.000862
[15:58:23.498] iteration 207 : loss : 0.183998 cons_dist: 0.030395, loss_weight: 0.000862
[15:58:23.990] iteration 208 : loss : 0.155456 cons_dist: 0.060770, loss_weight: 0.000862
[15:58:24.482] iteration 209 : loss : 0.177400 cons_dist: 0.017864, loss_weight: 0.000862
[15:58:24.973] iteration 210 : loss : 0.200119 cons_dist: 0.038614, loss_weight: 0.000862
[15:58:25.465] iteration 211 : loss : 0.334749 cons_dist: 0.031898, loss_weight: 0.000862
[15:58:25.958] iteration 212 : loss : 0.206726 cons_dist: 0.013955, loss_weight: 0.000862
[15:58:26.450] iteration 213 : loss : 0.182800 cons_dist: 0.022754, loss_weight: 0.000862
[15:58:26.942] iteration 214 : loss : 0.201886 cons_dist: 0.027974, loss_weight: 0.000862
[15:58:27.434] iteration 215 : loss : 0.283948 cons_dist: 0.028849, loss_weight: 0.000862
[15:58:27.925] iteration 216 : loss : 0.215717 cons_dist: 0.023775, loss_weight: 0.000862
[15:58:29.113] iteration 217 : loss : 0.184515 cons_dist: 0.013362, loss_weight: 0.000862
[15:58:29.605] iteration 218 : loss : 0.271642 cons_dist: 0.027368, loss_weight: 0.000862
[15:58:30.097] iteration 219 : loss : 0.198671 cons_dist: 0.019409, loss_weight: 0.000862
[15:58:30.589] iteration 220 : loss : 0.268760 cons_dist: 0.025632, loss_weight: 0.000862
[15:58:31.080] iteration 221 : loss : 0.213166 cons_dist: 0.027024, loss_weight: 0.000862
[15:58:31.571] iteration 222 : loss : 0.235197 cons_dist: 0.020760, loss_weight: 0.000862
[15:58:32.061] iteration 223 : loss : 0.187166 cons_dist: 0.029075, loss_weight: 0.000862
[15:58:32.553] iteration 224 : loss : 0.131356 cons_dist: 0.027202, loss_weight: 0.000862
[15:58:33.047] iteration 225 : loss : 0.161592 cons_dist: 0.034636, loss_weight: 0.000862
[15:58:33.539] iteration 226 : loss : 0.480262 cons_dist: 0.032073, loss_weight: 0.000862
[15:58:34.031] iteration 227 : loss : 0.205928 cons_dist: 0.019661, loss_weight: 0.000862
[15:58:34.523] iteration 228 : loss : 0.179649 cons_dist: 0.029680, loss_weight: 0.000862
[15:58:35.563] iteration 229 : loss : 0.260363 cons_dist: 0.025858, loss_weight: 0.000862
[15:58:36.051] iteration 230 : loss : 0.174189 cons_dist: 0.010404, loss_weight: 0.000862
[15:58:36.543] iteration 231 : loss : 0.235250 cons_dist: 0.016643, loss_weight: 0.000862
[15:58:37.034] iteration 232 : loss : 0.305302 cons_dist: 0.015741, loss_weight: 0.000862
[15:58:37.526] iteration 233 : loss : 0.163879 cons_dist: 0.026586, loss_weight: 0.000862
[15:58:38.017] iteration 234 : loss : 0.229110 cons_dist: 0.019411, loss_weight: 0.000862
[15:58:38.510] iteration 235 : loss : 0.168302 cons_dist: 0.019898, loss_weight: 0.000862
[15:58:39.002] iteration 236 : loss : 0.193122 cons_dist: 0.037309, loss_weight: 0.000862
[15:58:39.494] iteration 237 : loss : 0.199608 cons_dist: 0.067122, loss_weight: 0.000862
[15:58:39.986] iteration 238 : loss : 0.172167 cons_dist: 0.053442, loss_weight: 0.000862
[15:58:40.477] iteration 239 : loss : 0.185449 cons_dist: 0.016175, loss_weight: 0.000862
[15:58:40.968] iteration 240 : loss : 0.205946 cons_dist: 0.017715, loss_weight: 0.000862
[15:58:42.062] iteration 241 : loss : 0.117156 cons_dist: 0.017671, loss_weight: 0.000862
[15:58:42.552] iteration 242 : loss : 0.174223 cons_dist: 0.008350, loss_weight: 0.000862
[15:58:43.044] iteration 243 : loss : 0.195716 cons_dist: 0.014226, loss_weight: 0.000862
[15:58:43.535] iteration 244 : loss : 0.189591 cons_dist: 0.037716, loss_weight: 0.000862
[15:58:44.028] iteration 245 : loss : 0.195150 cons_dist: 0.018866, loss_weight: 0.000862
[15:58:44.521] iteration 246 : loss : 0.219961 cons_dist: 0.019889, loss_weight: 0.000862
[15:58:45.012] iteration 247 : loss : 0.239068 cons_dist: 0.014380, loss_weight: 0.000862
[15:58:45.504] iteration 248 : loss : 0.298515 cons_dist: 0.020980, loss_weight: 0.000862
[15:58:45.995] iteration 249 : loss : 0.122171 cons_dist: 0.020334, loss_weight: 0.000862
[15:58:46.486] iteration 250 : loss : 0.175442 cons_dist: 0.010081, loss_weight: 0.000862
[15:58:46.979] iteration 251 : loss : 0.182952 cons_dist: 0.030688, loss_weight: 0.000862
[15:58:47.471] iteration 252 : loss : 0.193464 cons_dist: 0.049916, loss_weight: 0.000862
[15:58:48.559] iteration 253 : loss : 0.109380 cons_dist: 0.015082, loss_weight: 0.000862
[15:58:49.050] iteration 254 : loss : 0.169305 cons_dist: 0.015325, loss_weight: 0.000862
[15:58:49.541] iteration 255 : loss : 0.128389 cons_dist: 0.017459, loss_weight: 0.000862
[15:58:50.034] iteration 256 : loss : 0.129861 cons_dist: 0.018624, loss_weight: 0.000862
[15:58:50.527] iteration 257 : loss : 0.227302 cons_dist: 0.014619, loss_weight: 0.000862
[15:58:51.019] iteration 258 : loss : 0.168410 cons_dist: 0.011973, loss_weight: 0.000862
[15:58:51.510] iteration 259 : loss : 0.156535 cons_dist: 0.016855, loss_weight: 0.000862
[15:58:52.001] iteration 260 : loss : 0.279634 cons_dist: 0.015612, loss_weight: 0.000862
[15:58:52.493] iteration 261 : loss : 0.225251 cons_dist: 0.007667, loss_weight: 0.000862
[15:58:52.986] iteration 262 : loss : 0.164157 cons_dist: 0.047742, loss_weight: 0.000862
[15:58:53.479] iteration 263 : loss : 0.219997 cons_dist: 0.041457, loss_weight: 0.000862
[15:58:53.971] iteration 264 : loss : 0.301186 cons_dist: 0.010613, loss_weight: 0.000862
[15:58:55.069] iteration 265 : loss : 0.169177 cons_dist: 0.049456, loss_weight: 0.000862
[15:58:55.560] iteration 266 : loss : 0.171171 cons_dist: 0.011827, loss_weight: 0.000862
[15:58:56.052] iteration 267 : loss : 0.148823 cons_dist: 0.013387, loss_weight: 0.000862
[15:58:56.543] iteration 268 : loss : 0.188863 cons_dist: 0.048873, loss_weight: 0.000862
[15:58:57.035] iteration 269 : loss : 0.227004 cons_dist: 0.011303, loss_weight: 0.000862
[15:58:57.528] iteration 270 : loss : 0.229789 cons_dist: 0.029808, loss_weight: 0.000862
[15:58:58.020] iteration 271 : loss : 0.168363 cons_dist: 0.016537, loss_weight: 0.000862
[15:58:58.512] iteration 272 : loss : 0.182064 cons_dist: 0.022872, loss_weight: 0.000862
[15:58:59.004] iteration 273 : loss : 0.247183 cons_dist: 0.031867, loss_weight: 0.000862
[15:58:59.495] iteration 274 : loss : 0.165764 cons_dist: 0.037988, loss_weight: 0.000862
[15:58:59.986] iteration 275 : loss : 0.230745 cons_dist: 0.016264, loss_weight: 0.000862
[15:59:00.478] iteration 276 : loss : 0.243804 cons_dist: 0.015205, loss_weight: 0.000862
